#Query	BLAST hit 1
ENSEBLP00005007605.1	CG4119-PB 
ENSEBLP00005021046.1	cnn-PE 
ENSEBLP00005021050.1	cnn-PE 
ENSEBLP00005021062.1	cnn-PE 
ENSEBLP00005021088.1	Dscam1-PBV 
ENSEBLP00005021136.1	Ir51b-PA 
ENSEBLP00005021170.1	gd-PF 
ENSEBLP00005021226.1	CG42700-PG 
ENSEBLP00005021235.1	CG42700-PE 
ENSEBLP00005021240.1	CG42700-PG 
ENSEBLP00005021250.1	CG42700-PG 
ENSEBLP00005021258.1	CG42700-PG 
ENSEBLP00005021294.1	CG8321-PA 
ENSEBLP00005021315.1	Fsn-PA 
ENSEBLP00005021327.1	Ir56d-PA 
ENSEBLP00005021341.1	Ir51b-PA 
ENSEBLP00005021387.1	Hsl-PC 
ENSEBLP00005021410.1	Cc2d2a-PD 
ENSEBLP00005021443.1	CG17739-PA 
ENSEBLP00005021453.1	CG17739-PA 
ENSEBLP00005021482.1	SCAP-PA 
ENSEBLP00005021493.1	SCAP-PA 
ENSEBLP00005021501.1	SCAP-PA 
ENSEBLP00005021522.1	PCB-PM 
ENSEBLP00005021532.1	PCB-PB 
ENSEBLP00005021570.1	CG43191-PA 
ENSEBLP00005021580.1	CG43191-PA 
ENSEBLP00005021600.1	kappaB-Ras-PB 
ENSEBLP00005021664.1	Asx-PB 
ENSEBLP00005021670.1	Asx-PB 
ENSEBLP00005021680.1	Asx-PB 
ENSEBLP00005021693.1	Asx-PB 
ENSEBLP00005021715.1	Ppcdc-PB 
ENSEBLP00005021727.1	Ppcdc-PB 
ENSEBLP00005005237.1	Polr3C-PB 
ENSEBLP00005005246.1	Polr3C-PB 
ENSEBLP00005005268.1	Mpi-PA 
ENSEBLP00005005280.1	Mpi-PA 
ENSEBLP00005005344.1	CG42795-PF 
ENSEBLP00005005356.1	CG42795-PC 
ENSEBLP00005005364.1	CG42795-PC 
ENSEBLP00005005403.1	CG12880-PA 
ENSEBLP00005005411.1	CG12880-PA 
ENSEBLP00005005481.1	CG14853-PC 
ENSEBLP00005005492.1	CG14853-PC 
ENSEBLP00005005534.1	TwdlQ-PA 
ENSEBLP00005005607.1	CG34107-PA 
ENSEBLP00005005632.1	CG7695-PA 
ENSEBLP00005005668.1	CREG-PD 
ENSEBLP00005005678.1	CREG-PD 
ENSEBLP00005005704.1	Eh-PB 
ENSEBLP00005005718.1	Eh-PB 
ENSEBLP00005005732.1	Kaz-m1-PB 
ENSEBLP00005005740.1	Kaz-m1-PB 
ENSEBLP00005005760.1	Ccp84Af-PA 
ENSEBLP00005005783.1	CG5880-PA 
ENSEBLP00005005803.1	CG7695-PA 
ENSEBLP00005005836.1	TwdlQ-PA 
ENSEBLP00005005846.1	TwdlQ-PA 
ENSEBLP00005005863.1	Nep7-PA 
ENSEBLP00005005941.1	Syn-PA 
ENSEBLP00005005950.1	Syn-PD 
ENSEBLP00005005962.1	Syn-PD 
ENSEBLP00005006014.1	CG12420-PA 
ENSEBLP00005006047.1	put-PC 
ENSEBLP00005006098.1	grn-PA 
ENSEBLP00005006105.1	grn-PB 
ENSEBLP00005006141.1	CG10175-PE 
ENSEBLP00005006152.1	CG10175-PE 
ENSEBLP00005006227.1	Nuak-PI 
ENSEBLP00005006236.1	Nuak-PJ 
ENSEBLP00005006246.1	Nuak-PJ 
ENSEBLP00005006255.1	Nuak-PN 
ENSEBLP00005006261.1	Nuak-PJ 
ENSEBLP00005006267.1	Nuak-PI 
ENSEBLP00005006284.1	Nuak-PJ 
ENSEBLP00005006298.1	Nuak-PN 
ENSEBLP00005006311.1	Nuak-PG 
ENSEBLP00005006340.1	CG7695-PA 
ENSEBLP00005006391.1	YL-1-PB 
ENSEBLP00005006403.1	YL-1-PB 
ENSEBLP00005006428.1	Fancl-PB 
ENSEBLP00005006432.1	Fancl-PA 
ENSEBLP00005006440.1	Fancl-PA 
ENSEBLP00005006449.1	CG10877-PA 
ENSEBLP00005006500.1	beat-VII-PD 
ENSEBLP00005006513.1	beat-VII-PD 
ENSEBLP00005006520.1	beat-VII-PD 
ENSEBLP00005006532.1	beat-VII-PD 
ENSEBLP00005006537.1	beat-VII-PD 
ENSEBLP00005006566.1	Fmr1-PG 
ENSEBLP00005006573.1	Fmr1-PG 
ENSEBLP00005006581.1	Fmr1-PG 
ENSEBLP00005006601.1	CG12817-PB 
ENSEBLP00005006612.1	CG12817-PB 
ENSEBLP00005006631.1	pont-PA 
ENSEBLP00005006637.1	pont-PA 
ENSEBLP00005006654.1	TwdlQ-PA 
ENSEBLP00005006663.1	TwdlQ-PA 
ENSEBLP00005006684.1	ohgt-PA 
ENSEBLP00005006692.1	ohgt-PA 
ENSEBLP00005006769.1	scrib-PK 
ENSEBLP00005006777.1	scrib-PL 
ENSEBLP00005006788.1	scrib-PS 
ENSEBLP00005006800.1	scrib-PP 
ENSEBLP00005006816.1	scrib-PS 
ENSEBLP00005006832.1	scrib-PP 
ENSEBLP00005006859.1	CG7695-PA 
ENSEBLP00005006865.1	CG7695-PA 
ENSEBLP00005006895.1	Brf-PB 
ENSEBLP00005006904.1	Brf-PB 
ENSEBLP00005006926.1	ALiX-PA 
ENSEBLP00005006935.1	ALiX-PA 
ENSEBLP00005006984.1	Stat92E-PJ 
ENSEBLP00005006988.1	Stat92E-PC 
ENSEBLP00005006998.1	Stat92E-PJ 
ENSEBLP00005007004.1	Stat92E-PC 
ENSEBLP00005007017.1	CG42822-PA 
ENSEBLP00005007040.1	lute-PA 
ENSEBLP00005007047.1	lute-PA 
ENSEBLP00005007055.1	lute-PC 
ENSEBLP00005007076.1	CG7886-PA 
ENSEBLP00005007081.1	CG7886-PA 
ENSEBLP00005007094.1	CG7695-PA 
ENSEBLP00005007122.1	Stat92E-PB 
ENSEBLP00005007143.1	CG3999-PB 
ENSEBLP00005007185.1	CG5191-PB 
ENSEBLP00005007189.1	CG5191-PB 
ENSEBLP00005007231.1	CG7695-PA 
ENSEBLP00005007239.1	CG18249-PB 
ENSEBLP00005007252.1	nerfin-2-PA 
ENSEBLP00005007270.1	Timp-PB 
ENSEBLP00005007281.1	Timp-PB 
ENSEBLP00005007287.1	Timp-PB 
ENSEBLP00005007289.1	Timp-PB 
ENSEBLP00005007294.1	Timp-PB 
ENSEBLP00005007307.1	CG42822-PA 
ENSEBLP00005007319.1	Sce-PA 
ENSEBLP00005007329.1	CG7695-PA 
ENSEBLP00005007343.1	Ccp84Af-PA 
ENSEBLP00005007355.1	Cht8-PA 
ENSEBLP00005007367.1	TwdlQ-PA 
ENSEBLP00005007385.1	Oamb-PB 
ENSEBLP00005007389.1	Oamb-PD 
ENSEBLP00005007397.1	Oamb-PB 
ENSEBLP00005007400.1	Oamb-PD 
ENSEBLP00005007418.1	CG10209-PA 
ENSEBLP00005007424.1	CG10209-PB 
ENSEBLP00005007449.1	His4:CG33909-PA 
ENSEBLP00005007456.1	His4:CG33909-PA 
ENSEBLP00005007499.1	cysu-PA 
ENSEBLP00005007506.1	cysu-PA 
ENSEBLP00005007532.1	Npc2c-PA 
ENSEBLP00005007584.1	ca-PC 
ENSEBLP00005007591.1	ca-PC 
ENSEBLP00005007608.1	CG7695-PA 
ENSEBLP00005007630.1	CG43088-PA 
ENSEBLP00005007664.1	CG12814-PE 
ENSEBLP00005007673.1	CG12814-PE 
ENSEBLP00005007735.1	CAH5-PC 
ENSEBLP00005007745.1	CAH5-PC 
ENSEBLP00005007764.1	CG12883-PA 
ENSEBLP00005007788.1	unc80-PF 
ENSEBLP00005007814.1	Sur-8-PF 
ENSEBLP00005007822.1	Sur-8-PF 
ENSEBLP00005007825.1	Sur-8-PF 
ENSEBLP00005010444.1	Npc2c-PA 
ENSEBLP00005010469.1	scrib-PH 
ENSEBLP00005010491.1	CG7695-PA 
ENSEBLP00005010540.1	Syn-PF 
ENSEBLP00005010611.1	Npc2e-PB 
ENSEBLP00005010622.1	Npc2e-PB 
ENSEBLP00005022174.1	ara-PA 
ENSEBLP00005022193.1	ara-PB 
ENSEBLP00005022205.1	ara-PB 
ENSEBLP00005022309.1	scaf6-PA 
ENSEBLP00005022319.1	scaf6-PA 
ENSEBLP00005022326.1	scaf6-PA 
ENSEBLP00005022331.1	scaf6-PA 
ENSEBLP00005022341.1	scaf6-PA 
ENSEBLP00005022359.1	Rbp1-PD 
ENSEBLP00005022365.1	Rbp1-PD 
ENSEBLP00005022385.1	AcCoAS-PD 
ENSEBLP00005022421.1	GAPcenA-PB 
ENSEBLP00005022429.1	GAPcenA-PB 
ENSEBLP00005022436.1	GAPcenA-PB 
ENSEBLP00005022447.1	GAPcenA-PB 
ENSEBLP00005022456.1	GAPcenA-PB 
ENSEBLP00005022461.1	GAPcenA-PB 
ENSEBLP00005022477.1	CG11723-PB 
ENSEBLP00005022498.1	yellow-g2-PA 
ENSEBLP00005022502.1	yellow-g2-PA 
ENSEBLP00005022518.1	Lcp65Ad-PB 
ENSEBLP00005022536.1	CG15812-PA 
ENSEBLP00005022546.1	CG15812-PB 
ENSEBLP00005022567.1	mle-PA 
ENSEBLP00005022575.1	mle-PA 
ENSEBLP00005022586.1	Lcp65Ac-PA 
ENSEBLP00005022616.1	Eip78C-PB 
ENSEBLP00005022619.1	Eip78C-PB 
ENSEBLP00005022626.1	Eip78C-PB 
ENSEBLP00005022675.1	Tsf2-PA 
ENSEBLP00005022683.1	Tsf2-PA 
ENSEBLP00005022694.1	Mul1-PB 
ENSEBLP00005022719.1	sowah-PI 
ENSEBLP00005022726.1	sowah-PI 
ENSEBLP00005022735.1	sowah-PG 
ENSEBLP00005022750.1	sowah-PI 
ENSEBLP00005022773.1	Lcp65Ad-PB 
ENSEBLP00005022783.1	Lcp65Ac-PA 
ENSEBLP00005022813.1	tow-PF 
ENSEBLP00005022819.1	tow-PF 
ENSEBLP00005022846.1	CG10508-PI 
ENSEBLP00005022854.1	CG10508-PK 
ENSEBLP00005022869.1	CG10508-PK 
ENSEBLP00005022878.1	CG10508-PK 
ENSEBLP00005022883.1	CG10508-PL 
ENSEBLP00005022897.1	Txl-PA 
ENSEBLP00005022905.1	Txl-PA 
ENSEBLP00005022926.1	CG13806-PA 
ENSEBLP00005022934.1	CG13806-PA 
ENSEBLP00005022976.1	nst-PA 
ENSEBLP00005023005.1	Tektin-C-PD 
ENSEBLP00005023011.1	Tektin-C-PD 
ENSEBLP00005023029.1	Cpr65Ay-PA 
ENSEBLP00005023036.1	Cpr65Ay-PA 
ENSEBLP00005023054.1	beg-PA 
ENSEBLP00005023059.1	beg-PA 
ENSEBLP00005023092.1	ND-30-PA 
ENSEBLP00005023114.1	Ilk-PA 
ENSEBLP00005023147.1	Lcp65Af-PA 
ENSEBLP00005023165.1	Pdss2-PB 
ENSEBLP00005023170.1	Pdss2-PB 
ENSEBLP00005023223.1	S6k-PB 
ENSEBLP00005023231.1	S6k-PB 
ENSEBLP00005023236.1	S6k-PB 
ENSEBLP00005023259.1	ssp6-PB 
ENSEBLP00005023296.1	CG4069-PA 
ENSEBLP00005023326.1	Cpr65Av-PA 
ENSEBLP00005023347.1	Pop5-PA 
ENSEBLP00005023351.1	Pop5-PA 
ENSEBLP00005023365.1	CG42245-PA 
ENSEBLP00005023400.1	pst-PG 
ENSEBLP00005023404.1	pst-PG 
ENSEBLP00005023409.1	pst-PG 
ENSEBLP00005023446.1	MsR1-PA 
ENSEBLP00005023451.1	MsR1-PA 
ENSEBLP00005023458.1	MsR1-PA 
ENSEBLP00005023462.1	MsR1-PA 
ENSEBLP00005023513.1	CG11594-PE 
ENSEBLP00005023522.1	CG11594-PE 
ENSEBLP00005023530.1	CG11594-PE 
ENSEBLP00005023540.1	Est-6-PB 
ENSEBLP00005023568.1	CG12974-PD 
ENSEBLP00005023573.1	CG12974-PC 
ENSEBLP00005023576.1	CG12974-PD 
ENSEBLP00005023584.1	CG12974-PC 
ENSEBLP00005023653.1	CG13293-PC 
ENSEBLP00005023656.1	CG13293-PC 
ENSEBLP00005023672.1	CG13293-PE 
ENSEBLP00005023677.1	CG13293-PE 
ENSEBLP00005023695.1	Lcp65Ad-PB 
ENSEBLP00005023710.1	Papst2-PA 
ENSEBLP00005023732.1	CG13321-PB 
ENSEBLP00005023751.1	CG9391-PC 
ENSEBLP00005023762.1	CG9391-PC 
ENSEBLP00005023774.1	CG8173-PA 
ENSEBLP00005023798.1	Eip74EF-PE 
ENSEBLP00005023807.1	Eip74EF-PE 
ENSEBLP00005023814.1	Eip74EF-PE 
ENSEBLP00005023823.1	Eip74EF-PA 
ENSEBLP00005023852.1	mu2-PB 
ENSEBLP00005023858.1	mu2-PB 
ENSEBLP00005023868.1	mu2-PB 
ENSEBLP00005023914.1	CG1143-PB 
ENSEBLP00005023929.1	ppl-PA 
ENSEBLP00005023936.1	ppl-PA 
ENSEBLP00005023957.1	Ppat-Dpck-PA 
ENSEBLP00005023965.1	Ppat-Dpck-PA 
ENSEBLP00005024018.1	Prdm13-PA 
ENSEBLP00005024041.1	PolD2-PA 
ENSEBLP00005024080.1	Ak1-PB 
ENSEBLP00005024091.1	Ak1-PA 
ENSEBLP00005024097.1	Ak1-PA 
ENSEBLP00005024106.1	Ak1-PB 
ENSEBLP00005024110.1	Ak1-PA 
ENSEBLP00005024153.1	Lsm11-PA 
ENSEBLP00005024158.1	Lsm11-PA 
ENSEBLP00005024164.1	Lsm11-PA 
ENSEBLP00005024260.1	CG42272-PC 
ENSEBLP00005024282.1	CG14949-PA 
ENSEBLP00005024294.1	CG14949-PA 
ENSEBLP00005024315.1	Pmm2-PA 
ENSEBLP00005024319.1	Pmm2-PA 
ENSEBLP00005024346.1	pst-PG 
ENSEBLP00005024357.1	pst-PG 
ENSEBLP00005024362.1	pst-PG 
ENSEBLP00005024382.1	mirr-PC 
ENSEBLP00005024390.1	mirr-PC 
ENSEBLP00005024428.1	fmt-PD 
ENSEBLP00005024442.1	fmt-PB 
ENSEBLP00005024451.1	fmt-PB 
ENSEBLP00005024457.1	fmt-PB 
ENSEBLP00005024477.1	yellow-g-PA 
ENSEBLP00005024521.1	MEP-1-PG 
ENSEBLP00005024529.1	MEP-1-PG 
ENSEBLP00005024536.1	MEP-1-PG 
ENSEBLP00005024546.1	MEP-1-PG 
ENSEBLP00005024553.1	MEP-1-PG 
ENSEBLP00005024565.1	CG12024-PA 
ENSEBLP00005024607.1	CG6610-PC 
ENSEBLP00005024613.1	CG6610-PC 
ENSEBLP00005024662.1	sowah-PH 
ENSEBLP00005024668.1	sowah-PH 
ENSEBLP00005024670.1	sowah-PH 
ENSEBLP00005024677.1	sowah-PH 
ENSEBLP00005024723.1	thoc6-PC 
ENSEBLP00005024736.1	CG15237-PA 
ENSEBLP00005024766.1	CG1246-PD 
ENSEBLP00005024773.1	CG1246-PD 
ENSEBLP00005024779.1	CG1246-PD 
ENSEBLP00005024800.1	CNMa-PB 
ENSEBLP00005024808.1	CNMa-PD 
ENSEBLP00005024829.1	Trmt112-PA 
ENSEBLP00005024846.1	CG17994-PA 
ENSEBLP00005024856.1	CG17994-PA 
ENSEBLP00005024865.1	dbo-PB 
ENSEBLP00005020772.1	Strica-PB 
ENSEBLP00005020825.1	Snp-PD 
ENSEBLP00005020828.1	Snp-PD 
ENSEBLP00005020836.1	Snp-PD 
ENSEBLP00005020840.1	Snp-PD 
ENSEBLP00005020842.1	Snp-PD 
ENSEBLP00005020850.1	Snp-PD 
ENSEBLP00005020856.1	Snp-PD 
ENSEBLP00005020879.1	uzip-PB 
ENSEBLP00005020889.1	uzip-PB 
ENSEBLP00005020909.1	px-PD 
ENSEBLP00005020915.1	px-PB 
ENSEBLP00005020944.1	AQP-PB 
ENSEBLP00005020957.1	dgt3-PB 
ENSEBLP00005020988.1	lov-PE 
ENSEBLP00005021001.1	CG30349-PA 
ENSEBLP00005021017.1	FLASH-PB 
ENSEBLP00005021093.1	Gcn2-PB 
ENSEBLP00005021140.1	PAN2-PB 
ENSEBLP00005021158.1	PAN2-PB 
ENSEBLP00005021171.1	PAN2-PA 
ENSEBLP00005021205.1	Rs1-PB 
ENSEBLP00005021209.1	Rs1-PB 
ENSEBLP00005021233.1	pcs-PB 
ENSEBLP00005021238.1	pcs-PB 
ENSEBLP00005021283.1	mute-PC 
ENSEBLP00005021296.1	mute-PC 
ENSEBLP00005021310.1	mute-PC 
ENSEBLP00005021359.1	Sln-PA 
ENSEBLP00005021391.1	Rab4-PA 
ENSEBLP00005021396.1	Rab4-PA 
ENSEBLP00005021403.1	Rab4-PA 
ENSEBLP00005021431.1	Rep-PA 
ENSEBLP00005021442.1	Rep-PA 
ENSEBLP00005021476.1	Polr2K-PA 
ENSEBLP00005021537.1	CysRS-PA 
ENSEBLP00005021566.1	Muc11A-PB 
ENSEBLP00005021630.1	Pgi-PC 
ENSEBLP00005021644.1	Pgi-PC 
ENSEBLP00005021681.1	Hsf-PC 
ENSEBLP00005021692.1	Hsf-PA 
ENSEBLP00005021701.1	Hsf-PC 
ENSEBLP00005021711.1	Hsf-PA 
ENSEBLP00005021764.1	Rcd1-PE 
ENSEBLP00005021777.1	Rcd1-PE 
ENSEBLP00005021781.1	Rcd1-PG 
ENSEBLP00005021796.1	LBR-PA 
ENSEBLP00005021832.1	chn-PH 
ENSEBLP00005021846.1	chn-PB 
ENSEBLP00005021854.1	chn-PB 
ENSEBLP00005021859.1	chn-PC 
ENSEBLP00005021866.1	chn-PG 
ENSEBLP00005021879.1	CG7639-PB 
ENSEBLP00005021919.1	dpy-PO 
ENSEBLP00005021923.1	ths-PB 
ENSEBLP00005021934.1	ths-PA 
ENSEBLP00005021946.1	CG10731-PB 
ENSEBLP00005021994.1	CG5742-PC 
ENSEBLP00005022013.1	fy-PB 
ENSEBLP00005022040.1	CG13579-PA 
ENSEBLP00005022050.1	CG13579-PA 
ENSEBLP00005022060.1	CG16896-PA 
ENSEBLP00005022084.1	MrgBP-PA 
ENSEBLP00005022091.1	MrgBP-PA 
ENSEBLP00005022106.1	tapas-PF 
ENSEBLP00005022119.1	tapas-PF 
ENSEBLP00005022148.1	pyr-PB 
ENSEBLP00005022156.1	ths-PB 
ENSEBLP00005022218.1	ValRS-PA 
ENSEBLP00005022227.1	ValRS-PA 
ENSEBLP00005022238.1	CG8834-PA 
ENSEBLP00005022276.1	CG17807-PA 
ENSEBLP00005022283.1	CG17807-PA 
ENSEBLP00005022294.1	CG17807-PA 
ENSEBLP00005022316.1	CG6665-PC 
ENSEBLP00005022321.1	CG6665-PC 
ENSEBLP00005022388.1	Muc11A-PB 
ENSEBLP00005022465.1	Orc3-PB 
ENSEBLP00005022484.1	lin-PA 
ENSEBLP00005022488.1	lin-PA 
ENSEBLP00005022501.1	Pex6-PC 
ENSEBLP00005022507.1	Pex6-PC 
ENSEBLP00005022544.1	CG14689-PA 
ENSEBLP00005022580.1	Damm-PB 
ENSEBLP00005022585.1	Damm-PB 
ENSEBLP00005022612.1	CG10257-PA 
ENSEBLP00005022624.1	CG10257-PA 
ENSEBLP00005022629.1	CG10257-PA 
ENSEBLP00005022647.1	px-PA 
ENSEBLP00005022653.1	px-PE 
ENSEBLP00005022733.1	CG13197-PB 
ENSEBLP00005022748.1	CG13197-PB 
ENSEBLP00005022757.1	CG13197-PB 
ENSEBLP00005022767.1	CG13197-PB 
ENSEBLP00005022775.1	CG13197-PB 
ENSEBLP00005022814.1	Nca-PA 
ENSEBLP00005022817.1	Nca-PA 
ENSEBLP00005022866.1	aPKC-PD 
ENSEBLP00005022877.1	aPKC-PK 
ENSEBLP00005022884.1	aPKC-PG 
ENSEBLP00005022889.1	aPKC-PE 
ENSEBLP00005022924.1	CG32813-PO 
ENSEBLP00005022933.1	CG32813-PO 
ENSEBLP00005022944.1	Meics-PB 
ENSEBLP00005022949.1	CG31457-PB 
ENSEBLP00005022968.1	CG4338-PA 
ENSEBLP00005022993.1	CG11474-PC 
ENSEBLP00005023051.1	CG9380-PE 
ENSEBLP00005023077.1	Arc2-PA 
ENSEBLP00005023098.1	CG13868-PD 
ENSEBLP00005023128.1	NiPp1-PA 
ENSEBLP00005023136.1	NiPp1-PA 
ENSEBLP00005023158.1	pim-PB 
ENSEBLP00005023180.1	CG4630-PA 
ENSEBLP00005023189.1	CG4630-PA 
ENSEBLP00005023198.1	CG4630-PA 
ENSEBLP00005023206.1	CG4630-PA 
ENSEBLP00005023208.1	gsb-n-PA 
ENSEBLP00005023214.1	CG4630-PA 
ENSEBLP00005023226.1	gsb-PA 
ENSEBLP00005023245.1	gol-PE 
ENSEBLP00005023251.1	gol-PE 
ENSEBLP00005023255.1	gol-PE 
ENSEBLP00005023261.1	gol-PE 
ENSEBLP00005023265.1	gol-PE 
ENSEBLP00005023267.1	Oseg6-PA 
ENSEBLP00005023308.1	CG10936-PA 
ENSEBLP00005023313.1	CG10936-PA 
ENSEBLP00005023321.1	CG10936-PA 
ENSEBLP00005023346.1	gol-PD 
ENSEBLP00005023380.1	Strica-PB 
ENSEBLP00005023396.1	NC2alpha-PA 
ENSEBLP00005023415.1	Nplp1-PB 
ENSEBLP00005023421.1	Nplp1-PC 
ENSEBLP00005023436.1	ste24a-PA 
ENSEBLP00005023509.1	ckn-PE 
ENSEBLP00005023514.1	ckn-PF 
ENSEBLP00005023518.1	ckn-PF 
ENSEBLP00005023525.1	ckn-PE 
ENSEBLP00005023534.1	ckn-PE 
ENSEBLP00005023537.1	ckn-PE 
ENSEBLP00005023542.1	ckn-PD 
ENSEBLP00005023546.1	ckn-PE 
ENSEBLP00005023550.1	ckn-PE 
ENSEBLP00005023555.1	ckn-PE 
ENSEBLP00005023580.1	CG45071-PA 
ENSEBLP00005016059.1	beat-IIa-PB 
ENSEBLP00005016066.1	beat-IIa-PB 
ENSEBLP00005016073.1	beat-IIa-PB 
ENSEBLP00005016076.1	beat-IIa-PB 
ENSEBLP00005016090.1	CG42727-PA 
ENSEBLP00005016094.1	CG42727-PA 
ENSEBLP00005016111.1	ari-2-PA 
ENSEBLP00005016119.1	ari-2-PA 
ENSEBLP00005016128.1	ari-2-PA 
ENSEBLP00005016150.1	Non2-PA 
ENSEBLP00005016158.1	Non2-PA 
ENSEBLP00005016162.1	Non2-PA 
ENSEBLP00005016179.1	Octalpha2R-PC 
ENSEBLP00005016186.1	Octalpha2R-PC 
ENSEBLP00005016216.1	Snap25-PC 
ENSEBLP00005016223.1	Snap25-PA 
ENSEBLP00005016231.1	Snap25-PA 
ENSEBLP00005016235.1	Snap25-PA 
ENSEBLP00005016239.1	Snap25-PC 
ENSEBLP00005016273.1	Polr2A-PA 
ENSEBLP00005016279.1	Polr2A-PA 
ENSEBLP00005016284.1	Polr2A-PA 
ENSEBLP00005016302.1	CG30159-PC 
ENSEBLP00005016319.1	CG15890-PB 
ENSEBLP00005016323.1	CG15890-PB 
ENSEBLP00005016348.1	CG7920-PC 
ENSEBLP00005016358.1	CG7920-PC 
ENSEBLP00005016390.1	CSN6-PA 
ENSEBLP00005016424.1	AnxB10-PA 
ENSEBLP00005016445.1	CG17121-PA 
ENSEBLP00005016450.1	CG17121-PA 
ENSEBLP00005016495.1	Taf1-PD 
ENSEBLP00005016506.1	Taf1-PC 
ENSEBLP00005016536.1	CG5002-PA 
ENSEBLP00005016543.1	CG5002-PA 
ENSEBLP00005016549.1	CG5002-PA 
ENSEBLP00005016586.1	Twdlbeta-PA 
ENSEBLP00005016592.1	Twdlbeta-PA 
ENSEBLP00005016623.1	CG11836-PI 
ENSEBLP00005016626.1	tpr-PA 
ENSEBLP00005016630.1	CG11836-PJ 
ENSEBLP00005016649.1	Tmtc4-PA 
ENSEBLP00005016654.1	Tmtc4-PA 
ENSEBLP00005016666.1	CG45122-PA 
ENSEBLP00005016717.1	CG4613-PC 
ENSEBLP00005016728.1	CG6688-PA 
ENSEBLP00005016749.1	Atg4b-PA 
ENSEBLP00005016772.1	Nph-PB 
ENSEBLP00005016797.1	CG6688-PA 
ENSEBLP00005016803.1	CG6688-PA 
ENSEBLP00005016813.1	CG6688-PA 
ENSEBLP00005016832.1	CG18540-PB 
ENSEBLP00005016836.1	CG18537-PA 
ENSEBLP00005016837.1	snk-PB 
ENSEBLP00005016840.1	snk-PB 
ENSEBLP00005016862.1	ATP6AP2-PA 
ENSEBLP00005016869.1	CG11836-PJ 
ENSEBLP00005016890.1	CG14314-PA 
ENSEBLP00005016896.1	CG14314-PA 
ENSEBLP00005016905.1	CG14314-PA 
ENSEBLP00005016914.1	tos-PA 
ENSEBLP00005016952.1	Gyc89Db-PA 
ENSEBLP00005016959.1	Gyc89Db-PA 
ENSEBLP00005016964.1	Gyc89Db-PA 
ENSEBLP00005017006.1	Nha2-PB 
ENSEBLP00005017015.1	Nha2-PB 
ENSEBLP00005017025.1	Nha2-PB 
ENSEBLP00005017034.1	Nha2-PB 
ENSEBLP00005017054.1	Pglym87-PA 
ENSEBLP00005017062.1	Pglym87-PA 
ENSEBLP00005017078.1	CG18735-PA 
ENSEBLP00005017114.1	RluA-1-PC 
ENSEBLP00005017139.1	Ir67c-PA 
ENSEBLP00005017153.1	CG18540-PB 
ENSEBLP00005017167.1	Dph5-PA 
ENSEBLP00005017188.1	tpr-PA 
ENSEBLP00005017220.1	Tace-PA 
ENSEBLP00005017230.1	Tace-PA 
ENSEBLP00005017237.1	Tace-PA 
ENSEBLP00005017243.1	Tace-PA 
ENSEBLP00005017259.1	Ance-4-PA 
ENSEBLP00005017292.1	Nlp-PB 
ENSEBLP00005017306.1	Gr94a-PA 
ENSEBLP00005017324.1	vtd-PA 
ENSEBLP00005017357.1	CG18538-PA 
ENSEBLP00005017387.1	CG4914-PA 
ENSEBLP00005017394.1	CG4914-PA 
ENSEBLP00005017401.1	CG4914-PA 
ENSEBLP00005017435.1	CG18537-PA 
ENSEBLP00005017457.1	CG13833-PA 
ENSEBLP00005017464.1	CG13833-PA 
ENSEBLP00005017508.1	Mgat2-PA 
ENSEBLP00005017519.1	Mgat2-PA 
ENSEBLP00005017526.1	Mgat2-PB 
ENSEBLP00005017534.1	Mgat2-PA 
ENSEBLP00005017542.1	Mgat2-PC 
ENSEBLP00005017547.1	Mgat2-PB 
ENSEBLP00005017574.1	Hsc70-2-PA 
ENSEBLP00005017624.1	Desat2-PA 
ENSEBLP00005017636.1	CG9294-PB 
ENSEBLP00005017667.1	p53-PE 
ENSEBLP00005017673.1	p53-PE 
ENSEBLP00005017683.1	p53-PE 
ENSEBLP00005017726.1	LysP-PA 
ENSEBLP00005017730.1	LysP-PA 
ENSEBLP00005017743.1	CG18537-PA 
ENSEBLP00005017799.1	p38b-PA 
ENSEBLP00005017806.1	p38b-PA 
ENSEBLP00005017809.1	p38b-PA 
ENSEBLP00005017832.1	lmd-PB 
ENSEBLP00005017841.1	lmd-PB 
ENSEBLP00005017864.1	CG18537-PA 
ENSEBLP00005017871.1	CG18537-PA 
ENSEBLP00005017894.1	Trs33-PA 
ENSEBLP00005017923.1	CG31157-PD 
ENSEBLP00005017933.1	CG31157-PD 
ENSEBLP00005017943.1	CG31157-PD 
ENSEBLP00005017966.1	Octalpha2R-PA 
ENSEBLP00005017971.1	Octalpha2R-PC 
ENSEBLP00005017974.1	Octalpha2R-PA 
ENSEBLP00005018004.1	CG42726-PA 
ENSEBLP00005018009.1	CG42726-PA 
ENSEBLP00005018018.1	CG42726-PA 
ENSEBLP00005018102.1	CG10214-PA 
ENSEBLP00005018142.1	CAH6-PB 
ENSEBLP00005018148.1	CAH6-PB 
ENSEBLP00005018155.1	CAH6-PB 
ENSEBLP00005018160.1	CAH6-PB 
ENSEBLP00005018168.1	CAH6-PB 
ENSEBLP00005000007.1	PH4alphaEFB-PA 
ENSEBLP00005000018.1	PH4alphaEFB-PA 
ENSEBLP00005000020.1	PH4alphaEFB-PA 
ENSEBLP00005000052.1	CD98hc-PB 
