#Query	BLAST hit 1
ENSEBLP00000002056.1	 RpL7-like-PC 
ENSEBLP00000007189.1	  
ENSEBLP00000007190.1	 CG13220-PB 
ENSEBLP00000007191.1	  
ENSEBLP00000007192.1	 EcR-PE 
ENSEBLP00000007193.1	 Or42a-PA 
ENSEBLP00000007194.1	 Trim9-PA 
ENSEBLP00000007195.1	 Cpr56F-PA 
ENSEBLP00000007196.1	 CG13375-PC 
ENSEBLP00000007197.1	  
ENSEBLP00000007198.1	 CG30010-PD 
ENSEBLP00000007199.1	 CG30344-PA 
ENSEBLP00000007200.1	 Or42a-PA 
ENSEBLP00000007202.1	 brp-PJ 
ENSEBLP00000007203.1	  
ENSEBLP00000007204.1	 Pif1-PB 
ENSEBLP00000007205.1	 CG30010-PD 
ENSEBLP00000007207.1	  
ENSEBLP00000007206.1	 Elp4-PB 
ENSEBLP00000007208.1	 CG30344-PA 
ENSEBLP00000007209.1	 Pif1-PB 
ENSEBLP00000007210.1	 CG30010-PD 
ENSEBLP00000007212.1	  
ENSEBLP00000007213.1	 Or92a-PA 
ENSEBLP00000007214.1	 Atet-PC 
ENSEBLP00000007215.1	  
ENSEBLP00000007217.1	 wg-PA 
ENSEBLP00000007216.1	 CG30010-PD 
ENSEBLP00000007218.1	 Elp4-PB 
ENSEBLP00000007219.1	 brp-PJ 
ENSEBLP00000007221.1	 wg-PA 
ENSEBLP00000007223.1	 CG3345-PA 
ENSEBLP00000007222.1	 Aldh-III-PN 
ENSEBLP00000007224.1	 Or92a-PA 
ENSEBLP00000007225.1	  
ENSEBLP00000007226.1	 NtR-PB 
ENSEBLP00000007227.1	  
ENSEBLP00000007228.1	  
ENSEBLP00000007229.1	 CG3345-PA 
ENSEBLP00000007230.1	 CG8067-PB 
ENSEBLP00000007231.1	  
ENSEBLP00000007232.1	 CG5335-PA 
ENSEBLP00000007233.1	  
ENSEBLP00000007234.1	 Orc4-PA 
ENSEBLP00000007236.1	 Aldh-III-PU 
ENSEBLP00000007237.1	 SmydA-3-PE 
ENSEBLP00000007238.1	  
ENSEBLP00000007239.1	 CG3345-PA 
ENSEBLP00000007240.1	 Agps-PC 
ENSEBLP00000007241.1	 CG44532-PA 
ENSEBLP00000007242.1	 CG8067-PB 
ENSEBLP00000007243.1	  
ENSEBLP00000007245.1	 mthl15-PC 
ENSEBLP00000007244.1	 SmydA-3-PC 
ENSEBLP00000007246.1	 Orc4-PA 
ENSEBLP00000007247.1	  
ENSEBLP00000007248.1	 Aldh-III-PU 
ENSEBLP00000007249.1	  
ENSEBLP00000007250.1	 CG8067-PB 
ENSEBLP00000007251.1	 Agps-PC 
ENSEBLP00000007252.1	  
ENSEBLP00000007253.1	 mthl15-PC 
ENSEBLP00000007254.1	 SmydA-3-PE 
ENSEBLP00000007255.1	 Snx6-PB 
ENSEBLP00000007256.1	 Pif1-PB 
ENSEBLP00000007257.1	 Aldh-III-PN 
ENSEBLP00000007259.1	 CG8067-PB 
ENSEBLP00000007258.1	  
ENSEBLP00000007260.1	 Agps-PC 
ENSEBLP00000007261.1	  
ENSEBLP00000007262.1	  
ENSEBLP00000007263.1	  
ENSEBLP00000007264.1	 Snx6-PA 
ENSEBLP00000007265.1	  
ENSEBLP00000007266.1	 Agps-PC 
ENSEBLP00000007267.1	 Or10a-PB 
ENSEBLP00000007268.1	 puml-PG 
ENSEBLP00000007269.1	 Aldh-III-PU 
ENSEBLP00000007270.1	 Snx6-PA 
ENSEBLP00000007272.1	 Cep97-PB 
ENSEBLP00000007271.1	 kl-2-PD 
ENSEBLP00000007273.1	 Agps-PC 
ENSEBLP00000007274.1	 Gcn5-PA 
ENSEBLP00000007275.1	 CG6712-PA 
ENSEBLP00000007277.1	 mt:ND2-PA 
ENSEBLP00000007276.1	 mtgo-PF 
ENSEBLP00000007279.1	  
ENSEBLP00000007280.1	 puml-PG 
ENSEBLP00000007281.1	 Aldh-III-PU 
ENSEBLP00000007282.1	 Vps20-PC 
ENSEBLP00000007283.1	  
ENSEBLP00000007284.1	 Snx6-PA 
ENSEBLP00000007285.1	 kl-2-PD 
ENSEBLP00000007286.1	 stmA-PA 
ENSEBLP00000007288.1	 H15-PB 
ENSEBLP00000007289.1	 Ccdc85-PA 
ENSEBLP00000007290.1	 Cep97-PB 
ENSEBLP00000007292.1	 Snx6-PA 
ENSEBLP00000007291.1	 Aldh-III-PP 
ENSEBLP00000007293.1	 stmA-PB 
ENSEBLP00000007294.1	  
ENSEBLP00000007297.1	 CG3386-PD 
ENSEBLP00000007296.1	  
ENSEBLP00000007298.1	 H15-PB 
ENSEBLP00000007299.1	 kl-2-PD 
ENSEBLP00000007300.1	 CG10874-PB 
ENSEBLP00000007301.1	 CG4291-PB 
ENSEBLP00000007302.1	  
ENSEBLP00000007303.1	 CG5180-PC 
ENSEBLP00000007304.1	 Iris-PA 
ENSEBLP00000007305.1	 Cep97-PB 
ENSEBLP00000007306.1	  
ENSEBLP00000007307.1	 CG3604-PB 
ENSEBLP00000007308.1	 CG10874-PB 
ENSEBLP00000007309.1	  
ENSEBLP00000007311.1	 SPH93-PA 
ENSEBLP00000007310.1	 NaCP60E-PJ 
ENSEBLP00000007312.1	 CG15141-PA 
ENSEBLP00000007313.1	 Cep97-PB 
ENSEBLP00000007314.1	 CG3604-PB 
ENSEBLP00000007315.1	  
ENSEBLP00000007316.1	 CG5180-PC 
ENSEBLP00000007317.1	  
ENSEBLP00000007320.1	  
ENSEBLP00000007319.1	 Alk-PB 
ENSEBLP00000007321.1	 rdo-PA 
ENSEBLP00000007322.1	  
ENSEBLP00000007323.1	  
ENSEBLP00000007324.1	 CG5674-PD 
ENSEBLP00000007325.1	 Mccc1-PC 
ENSEBLP00000007326.1	 CG15772-PB 
ENSEBLP00000007327.1	 CG1598-PA 
ENSEBLP00000007328.1	  
ENSEBLP00000007329.1	 Cep97-PB 
ENSEBLP00000007330.1	 Alk-PB 
ENSEBLP00000007331.1	  
ENSEBLP00000007332.1	 NaCP60E-PI 
ENSEBLP00000007333.1	 Not1-PD 
ENSEBLP00000007334.1	  
ENSEBLP00000007335.1	 CG1598-PA 
ENSEBLP00000007336.1	  
ENSEBLP00000007337.1	  
ENSEBLP00000007338.1	 Alk-PB 
ENSEBLP00000007339.1	  
ENSEBLP00000007342.1	  
ENSEBLP00000007340.1	  
ENSEBLP00000007341.1	 Not1-PG 
ENSEBLP00000007343.1	 CG10631-PA 
ENSEBLP00000007344.1	 CG30008-PA 
ENSEBLP00000007345.1	  
ENSEBLP00000007346.1	 Mdr49-PA 
ENSEBLP00000007347.1	  
ENSEBLP00000007348.1	 NaCP60E-PM 
ENSEBLP00000007349.1	 Not1-PD 
ENSEBLP00000007350.1	 RYa-PC 
ENSEBLP00000007351.1	  
ENSEBLP00000007352.1	 Alk-PB 
ENSEBLP00000007353.1	 Mdr49-PA 
ENSEBLP00000007354.1	 tkv-PC 
ENSEBLP00000007355.1	 CG34124-PA 
ENSEBLP00000007356.1	  
ENSEBLP00000007357.1	 slv-PC 
ENSEBLP00000007358.1	 Not1-PD 
ENSEBLP00000007359.1	 RYa-PC 
ENSEBLP00000007360.1	  
ENSEBLP00000007361.1	 DUBAI-PA 
ENSEBLP00000007362.1	 CG15073-PA 
ENSEBLP00000007363.1	 beat-IIIc-PA 
ENSEBLP00000007365.1	 tkv-PC 
ENSEBLP00000007366.1	 NaCP60E-PI 
ENSEBLP00000007367.1	 RYa-PC 
ENSEBLP00000007368.1	 Secp43-PA 
ENSEBLP00000007369.1	 Alk-PB 
ENSEBLP00000007370.1	 CG34124-PA 
ENSEBLP00000007371.1	 CG12253-PA 
ENSEBLP00000007372.1	 Pkn-PN 
ENSEBLP00000007373.1	  
ENSEBLP00000007374.1	 sxc-PB 
ENSEBLP00000007375.1	 tkv-PC 
ENSEBLP00000007377.1	  
ENSEBLP00000007378.1	 dup-PB 
ENSEBLP00000007379.1	 DUBAI-PA 
ENSEBLP00000007380.1	 CG11695-PA 
ENSEBLP00000007381.1	 CG34124-PA 
ENSEBLP00000007383.1	 sxc-PB 
ENSEBLP00000007384.1	  
ENSEBLP00000007385.1	 Acp1-PA 
ENSEBLP00000007386.1	 NaCP60E-PJ 
ENSEBLP00000007388.1	 CG18269-PA 
ENSEBLP00000007387.1	 Pkn-PG 
ENSEBLP00000007389.1	 jhamt-PB 
ENSEBLP00000007390.1	 CG6191-PB 
ENSEBLP00000007391.1	 sxc-PB 
ENSEBLP00000007393.1	  
ENSEBLP00000007394.1	 Ufc1-PA 
ENSEBLP00000007396.1	 Grip71-PA 
ENSEBLP00000007395.1	 jhamt-PB 
ENSEBLP00000007397.1	  
ENSEBLP00000007399.1	  
ENSEBLP00000007398.1	  
ENSEBLP00000007400.1	 IFT46-PA 
ENSEBLP00000007401.1	  
ENSEBLP00000007402.1	 CG15120-PA 
ENSEBLP00000007403.1	 CG6191-PC 
ENSEBLP00000007404.1	 Pkn-PS 
ENSEBLP00000007405.1	 Rab3GAP1-PA 
ENSEBLP00000007406.1	 Ufc1-PA 
ENSEBLP00000007407.1	 rl-PI 
ENSEBLP00000007408.1	 NaCP60E-PH 
ENSEBLP00000007409.1	 Pkn-PG 
ENSEBLP00000007410.1	  
ENSEBLP00000007411.1	 CG6191-PC 
ENSEBLP00000007412.1	  
ENSEBLP00000007413.1	 Tpr2-PE 
ENSEBLP00000007414.1	 CG3008-PA 
ENSEBLP00000007415.1	  
ENSEBLP00000007416.1	 Pkn-PG 
ENSEBLP00000007417.1	 rl-PI 
ENSEBLP00000007419.1	  
ENSEBLP00000007418.1	  
ENSEBLP00000007420.1	 CG7203-PC 
ENSEBLP00000007421.1	  
ENSEBLP00000007422.1	 Tpr2-PD 
ENSEBLP00000007423.1	 Cse1-PA 
ENSEBLP00000007424.1	 CG30428-PA 
ENSEBLP00000007425.1	  
ENSEBLP00000007427.1	 CG6191-PC 
ENSEBLP00000007426.1	 CG17754-PF 
ENSEBLP00000007428.1	 NaCP60E-PI 
ENSEBLP00000007429.1	 Pkn-PG 
ENSEBLP00000007430.1	 Tpr2-PD 
ENSEBLP00000007431.1	 CG8401-PB 
ENSEBLP00000007432.1	 CG30428-PA 
ENSEBLP00000007434.1	  
ENSEBLP00000007435.1	 mRpS16-PA 
ENSEBLP00000007436.1	 CG6191-PA 
ENSEBLP00000007437.1	  
ENSEBLP00000007438.1	 SmD1-PA 
ENSEBLP00000007439.1	 CG17754-PF 
ENSEBLP00000007440.1	 CG30428-PA 
ENSEBLP00000007441.1	  
ENSEBLP00000007442.1	 NaCP60E-PK 
ENSEBLP00000007443.1	  
ENSEBLP00000007444.1	 Tpr2-PD 
ENSEBLP00000007446.1	  
ENSEBLP00000007447.1	 mRpS16-PA 
ENSEBLP00000007448.1	  
ENSEBLP00000007450.1	  
ENSEBLP00000007451.1	  
ENSEBLP00000007452.1	  
ENSEBLP00000007455.1	  
ENSEBLP00000007454.1	 Sin3A-PG 
ENSEBLP00000007456.1	 CG7737-PA 
ENSEBLP00000007457.1	  
ENSEBLP00000007458.1	 CG16926-PB 
ENSEBLP00000007459.1	 shn-PD 
ENSEBLP00000007460.1	 RpL9-PC 
ENSEBLP00000007461.1	 Sin3A-PE 
ENSEBLP00000007464.1	 CG6424-PD 
ENSEBLP00000007462.1	 HPS4-PB 
ENSEBLP00000007463.1	 PolZ1-PA 
ENSEBLP00000007465.1	 CG17350-PA 
ENSEBLP00000007466.1	 CG43088-PA 
ENSEBLP00000007467.1	 Taf3-PA 
ENSEBLP00000007468.1	 CG3955-PA 
ENSEBLP00000007469.1	 CG16926-PB 
ENSEBLP00000007470.1	  
ENSEBLP00000007471.1	 CG6424-PD 
ENSEBLP00000007472.1	 shn-PF 
ENSEBLP00000007473.1	 RpL15-PI 
ENSEBLP00000007474.1	 Taf3-PA 
ENSEBLP00000007475.1	  
ENSEBLP00000007476.1	 CG8852-PA 
ENSEBLP00000007477.1	 RpL9-PC 
ENSEBLP00000007478.1	 CG3955-PA 
ENSEBLP00000007479.1	 Sin3A-PG 
ENSEBLP00000007480.1	 CG16926-PB 
ENSEBLP00000007481.1	 CG43088-PA 
ENSEBLP00000007482.1	 Syt1-PG 
ENSEBLP00000007483.1	 PolZ1-PA 
ENSEBLP00000007484.1	 CG8852-PA 
ENSEBLP00000007485.1	 CG16926-PB 
ENSEBLP00000007486.1	 CG6424-PD 
ENSEBLP00000007487.1	  
ENSEBLP00000007488.1	  
ENSEBLP00000007489.1	 CG43088-PA 
ENSEBLP00000007490.1	  
ENSEBLP00000007491.1	 shn-PF 
ENSEBLP00000007492.1	 CG7600-PA 
ENSEBLP00000007493.1	 CG3955-PA 
ENSEBLP00000007494.1	 Sin3A-PG 
ENSEBLP00000007496.1	 Syt1-PA 
ENSEBLP00000007497.1	 CG6424-PD 
ENSEBLP00000007498.1	 RIC-3-PP 
ENSEBLP00000007499.1	 fidipidine-PA 
ENSEBLP00000007500.1	 shn-PF 
ENSEBLP00000007501.1	 CG43088-PA 
ENSEBLP00000007502.1	  
ENSEBLP00000007503.1	 S-PA 
ENSEBLP00000007504.1	 CG7600-PA 
ENSEBLP00000007505.1	 shn-PF 
ENSEBLP00000007506.1	  
ENSEBLP00000007507.1	 Sin3A-PE 
ENSEBLP00000007508.1	  
ENSEBLP00000007510.1	 RIC-3-PI 
ENSEBLP00000007511.1	 Syt1-PA 
ENSEBLP00000007512.1	  
ENSEBLP00000007513.1	 fidipidine-PA 
ENSEBLP00000007514.1	 CNBP-PB 
ENSEBLP00000007516.1	  
ENSEBLP00000007517.1	 Vps52-PA 
ENSEBLP00000007518.1	 Sin3A-PE 
ENSEBLP00000007519.1	 fidipidine-PA 
ENSEBLP00000007520.1	 RIC-3-PS 
ENSEBLP00000007522.1	 Cyp9b2-PA 
ENSEBLP00000007521.1	  
ENSEBLP00000007523.1	 atos-PC 
ENSEBLP00000007524.1	 CG17754-PE 
ENSEBLP00000007525.1	 Vps52-PA 
ENSEBLP00000007526.1	  
ENSEBLP00000007527.1	 RIC-3-PE 
ENSEBLP00000007528.1	 Cyp9b2-PA 
ENSEBLP00000007529.1	 atos-PC 
ENSEBLP00000007530.1	 Dh44-R2-PA 
ENSEBLP00000007531.1	 flap-PB 
ENSEBLP00000007534.1	 CG13775-PB 
ENSEBLP00000007532.1	 Vps52-PA 
ENSEBLP00000007533.1	 fra-PA 
ENSEBLP00000007535.1	 CNBP-PB 
ENSEBLP00000007536.1	 CG8292-PA 
ENSEBLP00000007537.1	  
ENSEBLP00000007538.1	 oys-PE 
ENSEBLP00000007539.1	 RIC-3-PR 
ENSEBLP00000007540.1	 cyc-PA 
ENSEBLP00000007541.1	 Ugt49C1-PB 
ENSEBLP00000007542.1	 Sdic2-PC 
ENSEBLP00000007544.1	 flap-PA 
ENSEBLP00000007546.1	 Dh44-R2-PA 
ENSEBLP00000007547.1	 oys-PE 
ENSEBLP00000007545.1	 fra-PA 
ENSEBLP00000007548.1	 atos-PC 
ENSEBLP00000007549.1	 RIC-3-PH 
ENSEBLP00000007550.1	 CG8292-PA 
ENSEBLP00000007551.1	 Miro-PF 
ENSEBLP00000007553.1	 trsn-PA 
ENSEBLP00000007554.1	 cyc-PA 
ENSEBLP00000007555.1	 CG15098-PA 
ENSEBLP00000007556.1	 CG10911-PA 
ENSEBLP00000007557.1	 Dh44-R2-PA 
ENSEBLP00000007558.1	 Ugt49C1-PB 
ENSEBLP00000007559.1	 gem-PF 
ENSEBLP00000007560.1	 cyc-PA 
ENSEBLP00000007561.1	 fra-PA 
ENSEBLP00000007563.1	  
ENSEBLP00000007562.1	 CG9663-PA 
ENSEBLP00000007566.1	  
ENSEBLP00000007565.1	 Miro-PD 
ENSEBLP00000007567.1	 Ugt49C1-PB 
ENSEBLP00000007568.1	  
ENSEBLP00000007569.1	  
ENSEBLP00000007570.1	 CG15098-PA 
ENSEBLP00000007571.1	 Dh44-R2-PA 
ENSEBLP00000007572.1	  
ENSEBLP00000007573.1	 gem-PG 
ENSEBLP00000007574.1	 CG9663-PA 
ENSEBLP00000007575.1	 Miro-PF 
ENSEBLP00000007576.1	 CG33281-PA 
ENSEBLP00000007577.1	  
ENSEBLP00000007578.1	 Ugt49C1-PB 
ENSEBLP00000007579.1	 CG17754-PF 
ENSEBLP00000007580.1	 Saf6-PA 
ENSEBLP00000007581.1	 CG33281-PA 
ENSEBLP00000007582.1	 gem-PC 
ENSEBLP00000007583.1	  
ENSEBLP00000007584.1	 Acp1-PA 
ENSEBLP00000007585.1	  
ENSEBLP00000007586.1	 Arc1-PA 
ENSEBLP00000007588.1	  
ENSEBLP00000007587.1	  
ENSEBLP00000007589.1	 nenya-PA 
ENSEBLP00000007590.1	 CG33281-PA 
ENSEBLP00000007591.1	  
ENSEBLP00000007592.1	 Acp1-PA 
ENSEBLP00000007593.1	 SmydA-1-PA 
ENSEBLP00000007595.1	 gem-PG 
ENSEBLP00000007594.1	 CG6729-PA 
ENSEBLP00000007596.1	  
ENSEBLP00000007597.1	  
ENSEBLP00000007598.1	  
ENSEBLP00000007599.1	  
ENSEBLP00000007600.1	 CG33281-PA 
ENSEBLP00000007601.1	  
ENSEBLP00000007602.1	 CG6729-PA 
ENSEBLP00000007603.1	  
ENSEBLP00000007604.1	 CG15073-PA 
ENSEBLP00000007605.1	 CG15772-PB 
ENSEBLP00000007606.1	 Boh1-PA 
ENSEBLP00000007607.1	  
ENSEBLP00000007608.1	 gem-PG 
ENSEBLP00000007609.1	  
ENSEBLP00000007610.1	 kcc-PC 
ENSEBLP00000007611.1	 CG15073-PA 
ENSEBLP00000007612.1	 mtt-PG 
ENSEBLP00000007613.1	  
ENSEBLP00000007614.1	 GluClalpha-PL 
ENSEBLP00000007615.1	  
ENSEBLP00000007616.1	 CadN-PD 
ENSEBLP00000007617.1	  
ENSEBLP00000007618.1	 CG15073-PA 
ENSEBLP00000007619.1	 CG7881-PB 
ENSEBLP00000007620.1	 CG31777-PA 
ENSEBLP00000007621.1	 kcc-PC 
ENSEBLP00000007622.1	 mtt-PG 
ENSEBLP00000007623.1	  
ENSEBLP00000007624.1	  
ENSEBLP00000007625.1	  
ENSEBLP00000007626.1	 CadN-PB 
ENSEBLP00000007627.1	 Pex19-PC 
ENSEBLP00000007628.1	  
ENSEBLP00000007629.1	 JMJD4-PB 
ENSEBLP00000007631.1	 CG43088-PA 
ENSEBLP00000007630.1	  
ENSEBLP00000007633.1	 CG9084-PB 
ENSEBLP00000007632.1	 CadN-PH 
ENSEBLP00000007634.1	 mtt-PC 
ENSEBLP00000007635.1	 CG4409-PB 
ENSEBLP00000007636.1	 CG14767-PA 
ENSEBLP00000007637.1	 Pex19-PC 
ENSEBLP00000007639.1	  
ENSEBLP00000007638.1	 X11Lbeta-PD 
ENSEBLP00000007640.1	 CG31041-PA 
ENSEBLP00000007641.1	  
ENSEBLP00000007642.1	 mtt-PG 
ENSEBLP00000007643.1	 Apl-PA 
ENSEBLP00000007645.1	  
ENSEBLP00000007644.1	 CadN-PE 
ENSEBLP00000007646.1	 X11Lbeta-PD 
ENSEBLP00000007648.1	 CG4409-PB 
ENSEBLP00000007647.1	  
ENSEBLP00000007649.1	 Fkbp12-PA 
ENSEBLP00000007650.1	 X11Lbeta-PD 
ENSEBLP00000007652.1	 CG9084-PB 
ENSEBLP00000007651.1	 CadN-PG 
ENSEBLP00000007655.1	 CG14767-PA 
ENSEBLP00000007653.1	 CG10911-PA 
ENSEBLP00000007654.1	 CG43088-PA 
ENSEBLP00000007656.1	 CAP-PR 
ENSEBLP00000007657.1	  
ENSEBLP00000007658.1	 X11Lbeta-PD 
ENSEBLP00000007660.1	 CG4409-PB 
ENSEBLP00000007661.1	 mAcon1-PF 
ENSEBLP00000007662.1	  
ENSEBLP00000007663.1	 CG14767-PA 
ENSEBLP00000007664.1	 CAP-PS 
ENSEBLP00000007666.1	  
ENSEBLP00000007667.1	 Pdrg1-PA 
ENSEBLP00000007668.1	 mAcon1-PF 
ENSEBLP00000007670.1	  
ENSEBLP00000007669.1	  
ENSEBLP00000007671.1	  
ENSEBLP00000007672.1	 CG30265-PB 
ENSEBLP00000007674.1	 CAP-PD 
ENSEBLP00000007673.1	 Elp3-PA 
ENSEBLP00000007675.1	 CG16974-PB 
ENSEBLP00000007676.1	 prd-PB 
ENSEBLP00000007677.1	 Pdrg1-PA 
ENSEBLP00000007678.1	 CG9826-PC 
ENSEBLP00000007680.1	 CG8388-PA 
ENSEBLP00000007679.1	  
ENSEBLP00000007682.1	 CG16974-PB 
ENSEBLP00000007683.1	 Amacr-PB 
ENSEBLP00000007684.1	 da-PC 
ENSEBLP00000007685.1	 CG8765-PB 
ENSEBLP00000007686.1	 Prosalpha1-PB 
ENSEBLP00000007687.1	 Amt-PB 
ENSEBLP00000007688.1	  
ENSEBLP00000007689.1	 NtR-PA 
ENSEBLP00000007690.1	  
ENSEBLP00000007692.1	 da-PC 
ENSEBLP00000007694.1	  
ENSEBLP00000007693.1	  
ENSEBLP00000007695.1	 CG6415-PA 
ENSEBLP00000007696.1	 CG42526-PA 
ENSEBLP00000007697.1	  
ENSEBLP00000007699.1	  
ENSEBLP00000007698.1	 Spn28Dc-PA 
ENSEBLP00000007700.1	 da-PC 
ENSEBLP00000007701.1	  
ENSEBLP00000007702.1	  
ENSEBLP00000007703.1	  
ENSEBLP00000007704.1	  
ENSEBLP00000007705.1	 Spn28Dc-PA 
ENSEBLP00000007707.1	  
ENSEBLP00000007708.1	 Prx6b-PA 
ENSEBLP00000007709.1	  
ENSEBLP00000007710.1	  
ENSEBLP00000007711.1	  
ENSEBLP00000007712.1	 cpb-PB 
ENSEBLP00000007713.1	 Spn28Dc-PA 
ENSEBLP00000007714.1	 CG31760-PC 
ENSEBLP00000007715.1	 CG15099-PB 
ENSEBLP00000007716.1	  
ENSEBLP00000007717.1	 CG14488-PA 
ENSEBLP00000007718.1	 Ugt36D1-PD 
ENSEBLP00000007719.1	 Spn28Dc-PA 
ENSEBLP00000007720.1	 CG13398-PB 
ENSEBLP00000007722.1	 CG8475-PC 
ENSEBLP00000007723.1	 eRF3-PB 
ENSEBLP00000007724.1	  
ENSEBLP00000007725.1	 CG13398-PB 
ENSEBLP00000007726.1	  
ENSEBLP00000007727.1	 CG5323-PA 
ENSEBLP00000007728.1	 CG9826-PC 
ENSEBLP00000007729.1	 CG15099-PB 
ENSEBLP00000007730.1	 CG31760-PC 
ENSEBLP00000007731.1	  
ENSEBLP00000007732.1	  
ENSEBLP00000007733.1	 eRF3-PB 
ENSEBLP00000007734.1	 CG13398-PB 
ENSEBLP00000007735.1	 spz4-PB 
ENSEBLP00000007736.1	 Gsc-PC 
ENSEBLP00000007737.1	 CG8475-PC 
ENSEBLP00000007738.1	 CG31760-PC 
ENSEBLP00000007739.1	 CG15099-PB 
ENSEBLP00000007741.1	 Samtor-PA 
ENSEBLP00000007742.1	 CG15099-PB 
ENSEBLP00000007743.1	 CG8475-PC 
ENSEBLP00000007744.1	  
ENSEBLP00000007745.1	 SLC5A11-PA 
ENSEBLP00000007746.1	  
ENSEBLP00000007747.1	  
ENSEBLP00000007748.1	 CG5767-PA 
ENSEBLP00000007749.1	 CSN4-PB 
ENSEBLP00000007750.1	 CG34026-PB 
ENSEBLP00000007751.1	 CG8475-PA 
ENSEBLP00000007752.1	 egg-PA 
ENSEBLP00000007753.1	 Rpp25-PD 
ENSEBLP00000007754.1	  
ENSEBLP00000007755.1	 SLC5A11-PA 
ENSEBLP00000007756.1	 CG5767-PA 
ENSEBLP00000007757.1	 Vmat-PD 
ENSEBLP00000007758.1	 CSN4-PB 
ENSEBLP00000007759.1	  
ENSEBLP00000007760.1	 Rpp25-PD 
ENSEBLP00000007761.1	 SLC5A11-PA 
ENSEBLP00000007762.1	  
ENSEBLP00000007763.1	 qvr-PB 
ENSEBLP00000007764.1	 Ced-12-PA 
ENSEBLP00000007765.1	 CSN4-PB 
ENSEBLP00000007766.1	 egg-PA 
ENSEBLP00000007767.1	 Rpp25-PD 
ENSEBLP00000007768.1	 Arts-PC 
ENSEBLP00000007769.1	  
ENSEBLP00000007770.1	 ND-15-PK 
ENSEBLP00000007771.1	 Vmat-PC 
ENSEBLP00000007772.1	 kn-PC 
ENSEBLP00000007773.1	 qvr-PB 
ENSEBLP00000007774.1	 Hil-PA 
ENSEBLP00000007775.1	 CG30158-PA 
ENSEBLP00000007776.1	 qvr-PC 
ENSEBLP00000007777.1	 kn-PB 
ENSEBLP00000007778.1	 chb-PC 
ENSEBLP00000007779.1	  
ENSEBLP00000007780.1	  
ENSEBLP00000007781.1	 CG30158-PA 
ENSEBLP00000007782.1	 Hil-PA 
ENSEBLP00000007783.1	 CG9641-PA 
ENSEBLP00000007784.1	 qvr-PB 
ENSEBLP00000007785.1	  
ENSEBLP00000007786.1	 chb-PC 
ENSEBLP00000007788.1	  
ENSEBLP00000007787.1	 Hrs-PC 
ENSEBLP00000007789.1	 kn-PB 
ENSEBLP00000007791.1	 CG30158-PA 
ENSEBLP00000007790.1	 CG1941-PD 
ENSEBLP00000007792.1	 koi-PF 
ENSEBLP00000007793.1	 papi-PD 
ENSEBLP00000007794.1	 chb-PC 
ENSEBLP00000007795.1	 Hrs-PC 
ENSEBLP00000007796.1	 kn-PB 
ENSEBLP00000007797.1	 VhaAC45-PA 
ENSEBLP00000007798.1	  
ENSEBLP00000007799.1	 Vps51-PA 
ENSEBLP00000007800.1	  
ENSEBLP00000007801.1	  
ENSEBLP00000007802.1	 koi-PC 
ENSEBLP00000007804.1	 CG30158-PA 
ENSEBLP00000007806.1	  
ENSEBLP00000007805.1	 chb-PC 
ENSEBLP00000007807.1	 kn-PB 
ENSEBLP00000007808.1	  
ENSEBLP00000007809.1	 Arc2-PA 
ENSEBLP00000007810.1	 VhaAC45-PA 
ENSEBLP00000007811.1	 SmydA-6-PA 
ENSEBLP00000007812.1	 koi-PC 
ENSEBLP00000007814.1	 Vps51-PA 
ENSEBLP00000007815.1	 Hrs-PC 
ENSEBLP00000007816.1	  
ENSEBLP00000007818.1	  
ENSEBLP00000007817.1	 kn-PB 
ENSEBLP00000007819.1	 chb-PC 
ENSEBLP00000007820.1	 VhaAC45-PA 
ENSEBLP00000007821.1	 SmydA-6-PA 
ENSEBLP00000007822.1	  
ENSEBLP00000007823.1	 Vps51-PA 
ENSEBLP00000007825.1	 CG17292-PD 
ENSEBLP00000007826.1	 koi-PC 
ENSEBLP00000007827.1	 kn-PA 
ENSEBLP00000007828.1	 SmydA-6-PA 
ENSEBLP00000007829.1	 CG4953-PA 
ENSEBLP00000007830.1	 Stacl-PI 
ENSEBLP00000007831.1	 chb-PC 
ENSEBLP00000007833.1	 CG30371-PA 
ENSEBLP00000007834.1	 CG5958-PA 
ENSEBLP00000007837.1	 CG44250-PB 
ENSEBLP00000007835.1	  
ENSEBLP00000007836.1	 CG30371-PA 
ENSEBLP00000007838.1	 SmydA-6-PA 
ENSEBLP00000007839.1	 kn-PB 
ENSEBLP00000007840.1	 Dnz1-PA 
ENSEBLP00000007841.1	 Stacl-PI 
ENSEBLP00000007842.1	 CG34026-PB 
ENSEBLP00000007843.1	 Ilp1-PA 
ENSEBLP00000007844.1	 Rhau-PB 
ENSEBLP00000007846.1	 CG5958-PA 
ENSEBLP00000007847.1	 Dnz1-PA 
ENSEBLP00000007848.1	 CG5958-PA 
ENSEBLP00000007849.1	 kn-PD 
ENSEBLP00000007850.1	 CG11883-PD 
ENSEBLP00000007851.1	 NtR-PB 
ENSEBLP00000007852.1	 CG4744-PA 
ENSEBLP00000007854.1	 CG5958-PA 
ENSEBLP00000007853.1	 chb-PC 
ENSEBLP00000007855.1	  
ENSEBLP00000007856.1	  
ENSEBLP00000007857.1	  
ENSEBLP00000007858.1	 kcc-PC 
ENSEBLP00000007859.1	 CG15406-PA 
